ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0044298	CC	GO:0044298	cell body membrane	5/542	41/28585	0.0010264042704424	0.00783308522179729	0.00591390826182881	Cadm2/Kcna2/Tacr3/Kcnd2/Reg1	5
GO:0002429	BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	15/531	272/28564	0.000194856599318109	0.00827328644604804	0.00760909322775832	Fpr3/Fpr-rs4/Fpr-rs3/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Clec4n	15
GO:0006040	BP	GO:0006040	amino sugar metabolic process	6/531	46/28564	0.000199970058488896	0.00830710275691953	0.00764019470885872	St6gal2/Chil5/Chia1/Chil3/Chil4/Chil6	6
GO:0006820	BP	GO:0006820	monoatomic anion transport	11/531	159/28564	0.000201474289080141	0.00830710275691953	0.00764019470885872	Stc1/Slc4a10/Ano3/Glrb/Slc26a7/Gabrg1/Gabra2/Gabra4/Gabrb1/Tcaf1/Clcn4	11
GO:0007156	BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	9/531	109/28564	0.000203805268815494	0.00830710275691953	0.00764019470885872	Pcdh20/Cdh9/Cdh10/Cdh12/Cadm2/Ptprt/Fat4/Pcdh10/Cntn6	9
GO:0032398	CC	GO:0032398	MHC class Ib protein complex	4/542	25/28585	0.00117839262158181	0.00854334650646814	0.00645014908655308	H2-M11/H2-M9/H2-M1/H2-M2	4
GO:0042612	CC	GO:0042612	MHC class I protein complex	4/542	25/28585	0.00117839262158181	0.00854334650646814	0.00645014908655308	H2-M11/H2-M9/H2-M1/H2-M2	4
GO:0002764	BP	GO:0002764	immune response-regulating signaling pathway	19/531	402/28564	0.000217747403877093	0.00875860281121413	0.00805544758664427	Tlr11/Fpr3/Fpr-rs4/Fpr-rs3/Pde4b/Skint8/Skint7/Skint1/Skint4/Skint3/Skint9/Skint2/Skint10/Skint6/Skint5/Reg3g/Clec4n/Clec4d/Clec4e	19
GO:0031402	MF	GO:0031402	sodium ion binding	3/539	12/28171	0.00134721531051982	0.00934069281960406	0.0069393406169933	Scn2a/Scn1a/Scn9a	3
GO:0044304	CC	GO:0044304	main axon	7/542	87/28585	0.00134003027201847	0.00947826289964282	0.00715600247958514	Dbh/Scn2a/Scn1a/Kcna2/Lrrc7/Adam22/Cntnap2	7
GO:0086010	BP	GO:0086010	membrane depolarization during action potential	5/531	31/28564	0.000248220101843709	0.00985466040696389	0.00906351185269375	Scn2a/Scn1a/Scn9a/Scn7a/Cacna2d1	5
GO:0001941	BP	GO:0001941	postsynaptic membrane organization	6/531	48/28564	0.000253897163423584	0.00995081575110122	0.00915194768561932	Htr1a/Nlgn1/Glrb/Magi2/Ptn/Lrrtm4	6
