ID	Description	Count	GeneRatio	geneID
GO:1902630	GO:1902630	regulation of membrane hyperpolarization	1	1/626	Hcn1
GO:0043500	GO:0043500	muscle adaptation	1	1/626	G6pd2
GO:0006885	GO:0006885	regulation of pH	1	1/626	Slc4a10
GO:0019954	GO:0019954	asexual reproduction	0	0/626	
GO:0032505	GO:0032505	reproduction of a single-celled organism	0	0/626	
GO:0075325	GO:0075325	spore dispersal	0	0/626	
GO:1990277	GO:1990277	parasexual reproduction with cellular fusion	0	0/626	
GO:0002200	GO:0002200	somatic diversification of immune receptors	0	0/626	
GO:0002339	GO:0002339	B cell selection	0	0/626	
GO:0002404	GO:0002404	antigen sampling in mucosal-associated lymphoid tissue	0	0/626	
GO:0002507	GO:0002507	tolerance induction	0	0/626	
GO:0035172	GO:0035172	hemocyte proliferation	0	0/626	
GO:0042386	GO:0042386	hemocyte differentiation	0	0/626	
GO:0090713	GO:0090713	immunological memory process	0	0/626	
GO:0006116	GO:0006116	NADH oxidation	0	0/626	
GO:0006735	GO:0006735	NADH regeneration	0	0/626	
GO:0016999	GO:0016999	antibiotic metabolic process	0	0/626	
GO:0018933	GO:0018933	nicotine metabolic process	0	0/626	
GO:0019748	GO:0019748	secondary metabolic process	0	0/626	
GO:0042440	GO:0042440	pigment metabolic process	0	0/626	
GO:0045730	GO:0045730	respiratory burst	0	0/626	
GO:0051189	GO:0051189	prosthetic group metabolic process	0	0/626	
GO:0061984	GO:0061984	catabolite repression	0	0/626	
GO:0070988	GO:0070988	demethylation	0	0/626	
GO:0140651	GO:0140651	futile creatine cycle	0	0/626	
GO:1901275	GO:1901275	tartrate metabolic process	0	0/626	
GO:1901286	GO:1901286	iron-sulfur-molybdenum cofactor metabolic process	0	0/626	
GO:1901764	GO:1901764	phosphinothricin metabolic process	0	0/626	
GO:1901902	GO:1901902	tyrocidine metabolic process	0	0/626	
GO:1902421	GO:1902421	hydrogen metabolic process	0	0/626	
GO:0000920	GO:0000920	septum digestion after cytokinesis	0	0/626	
GO:0006276	GO:0006276	plasmid maintenance	0	0/626	
GO:0006457	GO:0006457	protein folding	0	0/626	
GO:0006949	GO:0006949	syncytium formation	0	0/626	
GO:0008207	GO:0008207	C21-steroid hormone metabolic process	0	0/626	
GO:0008212	GO:0008212	mineralocorticoid metabolic process	0	0/626	
GO:0009292	GO:0009292	horizontal gene transfer	0	0/626	
GO:0010118	GO:0010118	stomatal movement	0	0/626	
GO:0010496	GO:0010496	intercellular transport	0	0/626	
GO:0016037	GO:0016037	light absorption	0	0/626	
GO:0019835	GO:0019835	cytolysis	0	0/626	
GO:0032196	GO:0032196	transposition	0	0/626	
GO:0033059	GO:0033059	cellular pigmentation	0	0/626	
GO:0034337	GO:0034337	RNA folding	0	0/626	
GO:0035212	GO:0035212	cell competition in a multicellular organism	0	0/626	
GO:0036166	GO:0036166	phenotypic switching	0	0/626	
GO:0043335	GO:0043335	protein unfolding	0	0/626	
GO:0044068	GO:0044068	modulation by symbiont of host cellular process	0	0/626	
GO:0044663	GO:0044663	establishment or maintenance of cell type involved in phenotypic switching	0	0/626	
GO:0051674	GO:0051674	localization of cell	0	0/626	
GO:0060352	GO:0060352	cell adhesion molecule production	0	0/626	
GO:0061842	GO:0061842	microtubule organizing center localization	0	0/626	
GO:0061919	GO:0061919	process utilizing autophagic mechanism	0	0/626	
GO:0071554	GO:0071554	cell wall organization or biogenesis	0	0/626	
GO:0090618	GO:0090618	DNA clamp unloading	0	0/626	
GO:0097528	GO:0097528	execution phase of necroptosis	0	0/626	
GO:0120312	GO:0120312	ciliary basal body segregation	0	0/626	
GO:0140253	GO:0140253	cell-cell fusion	0	0/626	
GO:1990748	GO:1990748	cellular detoxification	0	0/626	
GO:0019042	GO:0019042	viral latency	0	0/626	
GO:0019043	GO:0019043	establishment of viral latency	0	0/626	
GO:0019044	GO:0019044	maintenance of viral latency	0	0/626	
GO:0019045	GO:0019045	latent virus replication	0	0/626	
GO:0019046	GO:0019046	release from viral latency	0	0/626	
GO:0019048	GO:0019048	modulation by virus of host process	0	0/626	
GO:0019061	GO:0019061	uncoating of virus	0	0/626	
GO:0019068	GO:0019068	virion assembly	0	0/626	
GO:0019069	GO:0019069	viral capsid assembly	0	0/626	
GO:0019070	GO:0019070	viral genome maturation	0	0/626	
GO:0019072	GO:0019072	viral genome packaging	0	0/626	
GO:0019075	GO:0019075	virus maturation	0	0/626	
GO:0019076	GO:0019076	viral release from host cell	0	0/626	
GO:0019079	GO:0019079	viral genome replication	0	0/626	
GO:0019080	GO:0019080	viral gene expression	0	0/626	
GO:0019081	GO:0019081	viral translation	0	0/626	
GO:0019082	GO:0019082	viral protein processing	0	0/626	
GO:0019083	GO:0019083	viral transcription	0	0/626	
GO:0039663	GO:0039663	membrane fusion involved in viral entry into host cell	0	0/626	
GO:0039664	GO:0039664	lysis of host organelle involved in viral entry into host cell	0	0/626	
GO:0039665	GO:0039665	permeabilization of host organelle membrane involved in viral entry into host cell	0	0/626	
GO:0039700	GO:0039700	fusion of viral membrane with host outer nuclear membrane	0	0/626	
GO:0039707	GO:0039707	pore formation by virus in membrane of host cell	0	0/626	
GO:0044793	GO:0044793	negative regulation by host of viral process	0	0/626	
GO:0044794	GO:0044794	positive regulation by host of viral process	0	0/626	
GO:0044826	GO:0044826	viral genome integration into host DNA	0	0/626	
GO:0046745	GO:0046745	viral capsid secondary envelopment	0	0/626	
GO:0046755	GO:0046755	viral budding	0	0/626	
GO:0046786	GO:0046786	viral replication complex formation and maintenance	0	0/626	
GO:0046787	GO:0046787	viral DNA repair	0	0/626	
GO:0046794	GO:0046794	transport of virus	0	0/626	
GO:0046799	GO:0046799	recruitment of helicase-primase complex to DNA lesions	0	0/626	
GO:0046807	GO:0046807	viral scaffold assembly and maintenance	0	0/626	
GO:0046815	GO:0046815	genome retention in viral capsid	0	0/626	
GO:0048524	GO:0048524	positive regulation of viral process	0	0/626	
GO:0048525	GO:0048525	negative regulation of viral process	0	0/626	
GO:0075522	GO:0075522	IRES-dependent viral translational initiation	0	0/626	
GO:0075523	GO:0075523	viral translational frameshifting	0	0/626	
GO:0075524	GO:0075524	ribosomal skipping	0	0/626	
GO:0075525	GO:0075525	viral translational termination-reinitiation	0	0/626	
GO:0075526	GO:0075526	cap snatching	0	0/626	
GO:0075527	GO:0075527	viral RNA editing	0	0/626	
GO:0098003	GO:0098003	viral tail assembly	0	0/626	
GO:0098004	GO:0098004	virus tail fiber assembly	0	0/626	
GO:0098005	GO:0098005	viral head-tail joining	0	0/626	
GO:0098045	GO:0098045	virus baseplate assembly	0	0/626	
GO:0098669	GO:0098669	superinfection exclusion	0	0/626	
GO:0098677	GO:0098677	virion maturation	0	0/626	
GO:0098678	GO:0098678	viral tropism switching	0	0/626	
GO:0098689	GO:0098689	latency-replication decision	0	0/626	
GO:0099009	GO:0099009	viral genome circularization	0	0/626	
GO:0000742	GO:0000742	karyogamy involved in conjugation with cellular fusion	0	0/626	
GO:0000743	GO:0000743	nuclear migration involved in conjugation with cellular fusion	0	0/626	
GO:0000744	GO:0000744	karyogamy involved in conjugation with mutual genetic exchange	0	0/626	
GO:0000745	GO:0000745	nuclear migration involved in conjugation with mutual genetic exchange	0	0/626	
GO:0000752	GO:0000752	agglutination involved in conjugation with cellular fusion	0	0/626	
GO:0000761	GO:0000761	conjugant formation	0	0/626	
GO:0002077	GO:0002077	acrosome matrix dispersal	0	0/626	
GO:0007117	GO:0007117	budding cell bud growth	0	0/626	
GO:0007300	GO:0007300	ovarian nurse cell to oocyte transport	0	0/626	
GO:0007316	GO:0007316	pole plasm RNA localization	0	0/626	
GO:0007343	GO:0007343	egg activation	0	0/626	
GO:0007344	GO:0007344	pronuclear fusion	0	0/626	
GO:0007534	GO:0007534	gene conversion at mating-type locus	0	0/626	
GO:0007543	GO:0007543	sex determination, somatic-gonadal interaction	0	0/626	
GO:0009846	GO:0009846	pollen germination	0	0/626	
GO:0009856	GO:0009856	pollination	0	0/626	
GO:0009859	GO:0009859	pollen hydration	0	0/626	
GO:0009865	GO:0009865	pollen tube adhesion	0	0/626	
GO:0009875	GO:0009875	pollen-pistil interaction	0	0/626	
GO:0009876	GO:0009876	pollen adhesion	0	0/626	
GO:0010069	GO:0010069	zygote asymmetric cytokinesis in embryo sac	0	0/626	
GO:0010183	GO:0010183	pollen tube guidance	0	0/626	
GO:0010344	GO:0010344	seed oilbody biogenesis	0	0/626	
GO:0010483	GO:0010483	pollen tube reception	0	0/626	
GO:0010588	GO:0010588	cotyledon vascular tissue pattern formation	0	0/626	
GO:0018985	GO:0018985	pronuclear envelope synthesis	0	0/626	
GO:0022413	GO:0022413	reproductive process in single-celled organism	0	0/626	
GO:0030709	GO:0030709	border follicle cell delamination	0	0/626	
GO:0032219	GO:0032219	cell wall macromolecule catabolic process involved in cytogamy	0	0/626	
GO:0032220	GO:0032220	plasma membrane fusion involved in cytogamy	0	0/626	
GO:0035036	GO:0035036	sperm-egg recognition	0	0/626	
GO:0035037	GO:0035037	sperm entry	0	0/626	
GO:0035038	GO:0035038	female pronucleus assembly	0	0/626	
GO:0035039	GO:0035039	male pronucleus assembly	0	0/626	
GO:0035040	GO:0035040	sperm nuclear envelope removal	0	0/626	
GO:0035041	GO:0035041	sperm DNA decondensation	0	0/626	
GO:0035044	GO:0035044	sperm aster formation	0	0/626	
GO:0035046	GO:0035046	pronuclear migration	0	0/626	
GO:0035471	GO:0035471	luteinizing hormone signaling pathway involved in ovarian follicle development	0	0/626	
GO:0042628	GO:0042628	mating plug formation	0	0/626	
GO:0043093	GO:0043093	FtsZ-dependent cytokinesis	0	0/626	
GO:0045729	GO:0045729	respiratory burst at fertilization	0	0/626	
GO:0046595	GO:0046595	establishment of pole plasm mRNA localization	0	0/626	
GO:0048359	GO:0048359	mucilage metabolic process involved in seed coat development	0	0/626	
GO:0048497	GO:0048497	maintenance of floral organ identity	0	0/626	
GO:0048573	GO:0048573	photoperiodism, flowering	0	0/626	
GO:0051037	GO:0051037	regulation of transcription involved in meiotic cell cycle	0	0/626	
GO:0051663	GO:0051663	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	0	0/626	
GO:0060011	GO:0060011	Sertoli cell proliferation	0	0/626	
GO:0060321	GO:0060321	acceptance of pollen	0	0/626	
GO:0060466	GO:0060466	activation of meiosis involved in egg activation	0	0/626	
GO:0060468	GO:0060468	prevention of polyspermy	0	0/626	
GO:0060470	GO:0060470	positive regulation of cytosolic calcium ion concentration involved in egg activation	0	0/626	
GO:0060471	GO:0060471	cortical granule exocytosis	0	0/626	
GO:0060474	GO:0060474	positive regulation of flagellated sperm motility involved in capacitation	0	0/626	
GO:0060475	GO:0060475	positive regulation of actin filament polymerization involved in acrosome reaction	0	0/626	
GO:0060476	GO:0060476	protein localization involved in acrosome reaction	0	0/626	
GO:0060478	GO:0060478	acrosomal vesicle exocytosis	0	0/626	
GO:0060518	GO:0060518	cell migration involved in prostatic bud elongation	0	0/626	
GO:0060519	GO:0060519	cell adhesion involved in prostatic bud elongation	0	0/626	
GO:0060738	GO:0060738	epithelial-mesenchymal signaling involved in prostate gland development	0	0/626	
GO:0060739	GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	0	0/626	
GO:0060767	GO:0060767	epithelial cell proliferation involved in prostate gland development	0	0/626	
GO:0060781	GO:0060781	mesenchymal cell proliferation involved in prostate gland development	0	0/626	
GO:0060783	GO:0060783	mesenchymal smoothened signaling pathway involved in prostate gland development	0	0/626	
GO:0060858	GO:0060858	vesicle-mediated transport involved in floral organ abscission	0	0/626	
GO:0060869	GO:0060869	transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission	0	0/626	
GO:0060870	GO:0060870	cell wall disassembly involved in floral organ abscission	0	0/626	
GO:0061450	GO:0061450	trophoblast cell migration	0	0/626	
GO:0061883	GO:0061883	clathrin-dependent endocytosis involved in vitellogenesis	0	0/626	
GO:0061948	GO:0061948	premature acrosome loss	0	0/626	
GO:0061955	GO:0061955	positive regulation of actin filament depolymerization involved in acrosome reaction	0	0/626	
GO:0070871	GO:0070871	cell wall organization involved in conjugation with cellular fusion	0	0/626	
GO:0071171	GO:0071171	site-specific DNA replication termination at RTS1 barrier	0	0/626	
GO:0071507	GO:0071507	pheromone response MAPK cascade	0	0/626	
GO:0071835	GO:0071835	mating pheromone secretion involved in regulation of conjugation with cellular fusion	0	0/626	
GO:0080112	GO:0080112	seed growth	0	0/626	
GO:0090220	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	0	0/626	
GO:0110134	GO:0110134	meiotic drive	0	0/626	
GO:0140547	GO:0140547	acquisition of seed longevity	0	0/626	
GO:1905261	GO:1905261	regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	0	0/626	
GO:1990109	GO:1990109	rejection of pollen from other species	0	0/626	
GO:0021807	GO:0021807	motogenic signaling initiating cell movement in cerebral cortex	0	0/626	
GO:0021837	GO:0021837	motogenic signaling involved in postnatal olfactory bulb interneuron migration	0	0/626	
GO:0021838	GO:0021838	motogenic signaling involved in interneuron migration from the subpallium to the cortex	0	0/626	
GO:0035426	GO:0035426	extracellular matrix-cell signaling	0	0/626	
GO:0003053	GO:0003053	circadian regulation of heart rate	0	0/626	
GO:0008340	GO:0008340	determination of adult lifespan	0	0/626	
GO:0009561	GO:0009561	megagametogenesis	0	0/626	
GO:0009845	GO:0009845	seed germination	0	0/626	
GO:0010022	GO:0010022	meristem determinacy	0	0/626	
GO:0010073	GO:0010073	meristem maintenance	0	0/626	
GO:0010162	GO:0010162	seed dormancy process	0	0/626	
GO:0016203	GO:0016203	muscle attachment	0	0/626	
GO:0022004	GO:0022004	midbrain-hindbrain boundary maturation during brain development	0	0/626	
GO:0022005	GO:0022005	midbrain-hindbrain boundary maturation during neural plate development	0	0/626	
GO:0022608	GO:0022608	multicellular organism adhesion	0	0/626	
GO:0030588	GO:0030588	pseudocleavage	0	0/626	
GO:0031424	GO:0031424	keratinization	0	0/626	
GO:0032898	GO:0032898	neurotrophin production	0	0/626	
GO:0034381	GO:0034381	plasma lipoprotein particle clearance	0	0/626	
GO:0035073	GO:0035073	pupariation	0	0/626	
GO:0035074	GO:0035074	pupation	0	0/626	
GO:0035314	GO:0035314	scab formation	0	0/626	
GO:0035889	GO:0035889	otolith tethering	0	0/626	
GO:0043480	GO:0043480	pigment accumulation in tissues	0	0/626	
GO:0045056	GO:0045056	transcytosis	0	0/626	
GO:0045494	GO:0045494	photoreceptor cell maintenance	0	0/626	
GO:0048647	GO:0048647	polyphenic determination	0	0/626	
GO:0050817	GO:0050817	coagulation	0	0/626	
GO:0050879	GO:0050879	multicellular organismal movement	0	0/626	
GO:0055046	GO:0055046	microgametogenesis	0	0/626	
GO:0055127	GO:0055127	vibrational conductance of sound to the inner ear	0	0/626	
GO:0071684	GO:0071684	organism emergence from protective structure	0	0/626	
GO:0071827	GO:0071827	plasma lipoprotein particle organization	0	0/626	
GO:0080189	GO:0080189	primary growth	0	0/626	
GO:0090664	GO:0090664	response to high population density	0	0/626	
GO:0097207	GO:0097207	bud dormancy process	0	0/626	
GO:0097242	GO:0097242	amyloid-beta clearance	0	0/626	
GO:1990110	GO:1990110	callus formation	0	0/626	
GO:0009838	GO:0009838	abscission	0	0/626	
GO:0010014	GO:0010014	meristem initiation	0	0/626	
GO:0022611	GO:0022611	dormancy process	0	0/626	
GO:0030583	GO:0030583	myxococcal fruiting body development	0	0/626	
GO:0043696	GO:0043696	dedifferentiation	0	0/626	
GO:0043934	GO:0043934	sporulation	0	0/626	
GO:0060033	GO:0060033	anatomical structure regression	0	0/626	
GO:0090644	GO:0090644	age-related resistance	0	0/626	
GO:0090693	GO:0090693	plant organ senescence	0	0/626	
GO:0097737	GO:0097737	acquisition of mycelium reproductive competence	0	0/626	
GO:0030447	GO:0030447	filamentous growth	0	0/626	
GO:0080190	GO:0080190	lateral growth	0	0/626	
GO:0033058	GO:0033058	directional locomotion	0	0/626	
GO:0036268	GO:0036268	swimming	0	0/626	
GO:0060361	GO:0060361	flight	0	0/626	
GO:0071965	GO:0071965	multicellular organismal locomotion	0	0/626	
GO:0002358	GO:0002358	B cell homeostatic proliferation	0	0/626	
GO:0033060	GO:0033060	ocellus pigmentation	0	0/626	
GO:0043474	GO:0043474	pigment metabolic process involved in pigmentation	0	0/626	
GO:0043476	GO:0043476	pigment accumulation	0	0/626	
GO:0048066	GO:0048066	developmental pigmentation	0	0/626	
GO:0120305	GO:0120305	regulation of pigmentation	0	0/626	
GO:0035821	GO:0035821	modulation of process of another organism	0	0/626	
GO:0044111	GO:0044111	formation of structure involved in a symbiotic process	0	0/626	
GO:0022403	GO:0022403	cell cycle phase	0	0/626	
GO:0022601	GO:0022601	menstrual cycle phase	0	0/626	
GO:0044851	GO:0044851	hair cycle phase	0	0/626	
GO:0072690	GO:0072690	single-celled organism vegetative growth phase	0	0/626	
GO:1990636	GO:1990636	reproductive senescence	0	0/626	
GO:0007624	GO:0007624	ultradian rhythm	0	0/626	
GO:0031139	GO:0031139	positive regulation of conjugation with cellular fusion	0	0/626	
GO:0032849	GO:0032849	positive regulation of cellular pH reduction	0	0/626	
GO:0044149	GO:0044149	positive regulation of formation of structure involved in a symbiotic process	0	0/626	
GO:0048087	GO:0048087	positive regulation of developmental pigmentation	0	0/626	
GO:0051919	GO:0051919	positive regulation of fibrinolysis	0	0/626	
GO:0060148	GO:0060148	positive regulation of post-transcriptional gene silencing	0	0/626	
GO:0075294	GO:0075294	positive regulation by symbiont of entry into host	0	0/626	
GO:0106428	GO:0106428	positive regulation of kainate selective glutamate receptor signaling pathway	0	0/626	
GO:0140409	GO:0140409	positive regulation of mRNA alternative polyadenylation	0	0/626	
GO:0140471	GO:0140471	positive regulation of transepithelial migration of symbiont in host	0	0/626	
GO:1900048	GO:1900048	positive regulation of hemostasis	0	0/626	
GO:1900097	GO:1900097	positive regulation of dosage compensation by inactivation of X chromosome	0	0/626	
GO:1902685	GO:1902685	positive regulation of receptor localization to synapse	0	0/626	
GO:1903666	GO:1903666	positive regulation of asexual reproduction	0	0/626	
GO:1903781	GO:1903781	positive regulation of cardiac conduction	0	0/626	
GO:1904181	GO:1904181	positive regulation of membrane depolarization	0	0/626	
GO:1904874	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	0	0/626	
GO:1904912	GO:1904912	positive regulation of establishment of RNA localization to telomere	0	0/626	
GO:1904915	GO:1904915	positive regulation of establishment of protein-containing complex localization to telomere	0	0/626	
GO:1905033	GO:1905033	positive regulation of membrane repolarization during cardiac muscle cell action potential	0	0/626	
GO:1905228	GO:1905228	positive regulation of adhesion of symbiont to host epithelial cell	0	0/626	
GO:1905339	GO:1905339	positive regulation of cohesin unloading	0	0/626	
GO:1905514	GO:1905514	positive regulation of short-term synaptic potentiation	0	0/626	
GO:0031138	GO:0031138	negative regulation of conjugation with cellular fusion	0	0/626	
GO:0032848	GO:0032848	negative regulation of cellular pH reduction	0	0/626	
GO:0034260	GO:0034260	negative regulation of GTPase activity	0	0/626	
GO:0042754	GO:0042754	negative regulation of circadian rhythm	0	0/626	
GO:0044147	GO:0044147	negative regulation of formation of structure involved in a symbiotic process	0	0/626	
GO:0048086	GO:0048086	negative regulation of developmental pigmentation	0	0/626	
GO:0051918	GO:0051918	negative regulation of fibrinolysis	0	0/626	
GO:0060149	GO:0060149	negative regulation of post-transcriptional gene silencing	0	0/626	
GO:0060967	GO:0060967	negative regulation of gene silencing by RNA	0	0/626	
GO:0090394	GO:0090394	negative regulation of excitatory postsynaptic potential	0	0/626	
GO:0106427	GO:0106427	negative regulation of kainate selective glutamate receptor signaling pathway	0	0/626	
GO:0110066	GO:0110066	negative regulation of interphase mitotic telomere clustering	0	0/626	
GO:1900047	GO:1900047	negative regulation of hemostasis	0	0/626	
GO:1900096	GO:1900096	negative regulation of dosage compensation by inactivation of X chromosome	0	0/626	
GO:1900453	GO:1900453	negative regulation of long-term synaptic depression	0	0/626	
GO:1902631	GO:1902631	negative regulation of membrane hyperpolarization	0	0/626	
GO:1902684	GO:1902684	negative regulation of receptor localization to synapse	0	0/626	
GO:1902735	GO:1902735	negative regulation of receptor-mediated virion attachment to host cell	0	0/626	
GO:1903665	GO:1903665	negative regulation of asexual reproduction	0	0/626	
GO:1903780	GO:1903780	negative regulation of cardiac conduction	0	0/626	
GO:1904180	GO:1904180	negative regulation of membrane depolarization	0	0/626	
GO:1904537	GO:1904537	negative regulation of mitotic telomere tethering at nuclear periphery	0	0/626	
GO:1904873	GO:1904873	negative regulation of telomerase RNA localization to Cajal body	0	0/626	
GO:1904911	GO:1904911	negative regulation of establishment of RNA localization to telomere	0	0/626	
GO:1904914	GO:1904914	negative regulation of establishment of protein-containing complex localization to telomere	0	0/626	
GO:1905032	GO:1905032	negative regulation of membrane repolarization during cardiac muscle cell action potential	0	0/626	
GO:1905227	GO:1905227	negative regulation of adhesion of symbiont to host epithelial cell	0	0/626	
GO:1905338	GO:1905338	negative regulation of cohesin unloading	0	0/626	
GO:1905513	GO:1905513	negative regulation of short-term synaptic potentiation	0	0/626	
GO:1905869	GO:1905869	negative regulation of 3'-UTR-mediated mRNA stabilization	0	0/626	
GO:2000536	GO:2000536	negative regulation of entry of bacterium into host cell	0	0/626	
GO:0031137	GO:0031137	regulation of conjugation with cellular fusion	0	0/626	
GO:0032847	GO:0032847	regulation of cellular pH reduction	0	0/626	
GO:0043903	GO:0043903	regulation of biological process involved in symbiotic interaction	0	0/626	
GO:0044145	GO:0044145	modulation of formation of structure involved in a symbiotic process	0	0/626	
GO:0097006	GO:0097006	regulation of plasma lipoprotein particle levels	0	0/626	
GO:1900046	GO:1900046	regulation of hemostasis	0	0/626	
GO:1903664	GO:1903664	regulation of asexual reproduction	0	0/626	
GO:0014823	GO:0014823	response to activity	0	0/626	
GO:0014854	GO:0014854	response to inactivity	0	0/626	
GO:0014874	GO:0014874	response to stimulus involved in regulation of muscle adaptation	0	0/626	
GO:0051775	GO:0051775	response to redox state	0	0/626	
GO:0035732	GO:0035732	nitric oxide storage	0	0/626	
GO:0036214	GO:0036214	contractile ring localization	0	0/626	
GO:0000128	GO:0000128	flocculation	0	0/626	
GO:0000758	GO:0000758	agglutination involved in conjugation with mutual genetic exchange	0	0/626	
GO:0044010	GO:0044010	single-species biofilm formation	0	0/626	
GO:0099120	GO:0099120	socially cooperative development	0	0/626	
GO:0120318	GO:0120318	olfactory sociosexual communication	0	0/626	
GO:0031413	GO:0031413	regulation of buoyancy	0	0/626	
GO:0060378	GO:0060378	regulation of brood size	0	0/626	
GO:0009407	GO:0009407	toxin catabolic process	0	0/626	
GO:0010127	GO:0010127	mycothiol-dependent detoxification	0	0/626	
GO:0010312	GO:0010312	detoxification of zinc ion	0	0/626	
GO:0051410	GO:0051410	detoxification of nitrogen compound	0	0/626	
GO:0061687	GO:0061687	detoxification of inorganic compound	0	0/626	
GO:0071722	GO:0071722	detoxification of arsenic-containing substance	0	0/626	
GO:0140330	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane	0	0/626	
GO:0140725	GO:0140725	detoxification of free heme	0	0/626	
GO:0140729	GO:0140729	self-resistance to endogenously produced metabolite	0	0/626	
GO:1990961	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	0	0/626	
