ID	Description	Count	GeneRatio	geneID
GO:0009504	GO:0009504	cell plate	0	0/626	
GO:0009510	GO:0009510	plasmodesmatal desmotubule	0	0/626	
GO:0009524	GO:0009524	phragmoplast	0	0/626	
GO:0009525	GO:0009525	phragmosome	0	0/626	
GO:0009532	GO:0009532	plastid stroma	0	0/626	
GO:0009541	GO:0009541	etioplast prolamellar body	0	0/626	
GO:0009542	GO:0009542	granum	0	0/626	
GO:0009546	GO:0009546	plasmodesmatal cytoplasmic sleeve	0	0/626	
GO:0009548	GO:0009548	plasmodesmatal plasma membrane	0	0/626	
GO:0009549	GO:0009549	cellulose microfibril	0	0/626	
GO:0009574	GO:0009574	preprophase band	0	0/626	
GO:0009930	GO:0009930	longitudinal side of cell surface	0	0/626	
GO:0010287	GO:0010287	plastoglobule	0	0/626	
GO:0010319	GO:0010319	stromule	0	0/626	
GO:0010339	GO:0010339	external side of cell wall	0	0/626	
GO:0014705	GO:0014705	C zone	0	0/626	
GO:0014801	GO:0014801	longitudinal sarcoplasmic reticulum	0	0/626	
GO:0016363	GO:0016363	nuclear matrix	0	0/626	
GO:0018995	GO:0018995	host cellular component	0	0/626	
GO:0020007	GO:0020007	apical complex	0	0/626	
GO:0020008	GO:0020008	rhoptry	0	0/626	
GO:0020010	GO:0020010	conoid	0	0/626	
GO:0020016	GO:0020016	ciliary pocket	0	0/626	
GO:0020023	GO:0020023	kinetoplast	0	0/626	
GO:0020031	GO:0020031	polar ring of apical complex	0	0/626	
GO:0020032	GO:0020032	basal ring of apical complex	0	0/626	
GO:0020038	GO:0020038	subpellicular network	0	0/626	
GO:0020039	GO:0020039	pellicle	0	0/626	
GO:0030428	GO:0030428	cell septum	0	0/626	
GO:0030478	GO:0030478	actin cap	0	0/626	
GO:0030486	GO:0030486	smooth muscle dense body	0	0/626	
GO:0030694	GO:0030694	bacterial-type flagellum basal body, rod	0	0/626	
GO:0030874	GO:0030874	nucleolar chromatin	0	0/626	
GO:0030875	GO:0030875	rDNA protrusion	0	0/626	
GO:0031254	GO:0031254	cell trailing edge	0	0/626	
GO:0031257	GO:0031257	cell trailing edge membrane	0	0/626	
GO:0031430	GO:0031430	M band	0	0/626	
GO:0031592	GO:0031592	centrosomal corona	0	0/626	
GO:0031672	GO:0031672	A band	0	0/626	
GO:0031673	GO:0031673	H zone	0	0/626	
GO:0031910	GO:0031910	cytostome	0	0/626	
GO:0031911	GO:0031911	cytoproct	0	0/626	
GO:0031912	GO:0031912	oral apparatus	0	0/626	
GO:0031977	GO:0031977	thylakoid lumen	0	0/626	
GO:0032123	GO:0032123	deep fiber	0	0/626	
GO:0032126	GO:0032126	eisosome	0	0/626	
GO:0032153	GO:0032153	cell division site	0	0/626	
GO:0032158	GO:0032158	septin band	0	0/626	
GO:0032161	GO:0032161	cleavage apparatus septin structure	0	0/626	
GO:0032178	GO:0032178	medial membrane band	0	0/626	
GO:0032179	GO:0032179	germ tube	0	0/626	
GO:0032437	GO:0032437	cuticular plate	0	0/626	
GO:0032579	GO:0032579	apical lamina of hyaline layer	0	0/626	
GO:0032584	GO:0032584	growth cone membrane	0	0/626	
GO:0033012	GO:0033012	porosome	0	0/626	
GO:0033101	GO:0033101	cellular bud membrane	0	0/626	
GO:0033150	GO:0033150	cytoskeletal calyx	0	0/626	
GO:0033172	GO:0033172	gas vesicle shell	0	0/626	
GO:0033269	GO:0033269	internode region of axon	0	0/626	
GO:0033774	GO:0033774	basal labyrinth	0	0/626	
GO:0034399	GO:0034399	nuclear periphery	0	0/626	
GO:0034646	GO:0034646	organelle-enclosing lipid monolayer	0	0/626	
GO:0034992	GO:0034992	microtubule organizing center attachment site	0	0/626	
GO:0035182	GO:0035182	female germline ring canal outer rim	0	0/626	
GO:0035183	GO:0035183	female germline ring canal inner rim	0	0/626	
GO:0035253	GO:0035253	ciliary rootlet	0	0/626	
GO:0035748	GO:0035748	myelin sheath abaxonal region	0	0/626	
GO:0035749	GO:0035749	myelin sheath adaxonal region	0	0/626	
GO:0035843	GO:0035843	endonuclear canal	0	0/626	
GO:0035869	GO:0035869	ciliary transition zone	0	0/626	
GO:0036007	GO:0036007	scintillon	0	0/626	
GO:0036063	GO:0036063	acroblast	0	0/626	
GO:0036117	GO:0036117	hyaluranon cable	0	0/626	
GO:0036224	GO:0036224	pairing center	0	0/626	
GO:0036379	GO:0036379	myofilament	0	0/626	
GO:0042587	GO:0042587	glycogen granule	0	0/626	
GO:0042597	GO:0042597	periplasmic space	0	0/626	
GO:0042716	GO:0042716	plasma membrane-derived chromatophore	0	0/626	
GO:0042718	GO:0042718	yolk granule	0	0/626	
GO:0042763	GO:0042763	intracellular immature spore	0	0/626	
GO:0043034	GO:0043034	costamere	0	0/626	
GO:0043036	GO:0043036	starch grain	0	0/626	
GO:0043159	GO:0043159	acrosomal matrix	0	0/626	
GO:0043188	GO:0043188	cell septum edging	0	0/626	
GO:0043209	GO:0043209	myelin sheath	0	0/626	
GO:0043218	GO:0043218	compact myelin	0	0/626	
GO:0043219	GO:0043219	lateral loop	0	0/626	
GO:0043220	GO:0043220	Schmidt-Lanterman incisure	0	0/626	
GO:0043245	GO:0043245	extraorganismal space	0	0/626	
GO:0043265	GO:0043265	ectoplasm	0	0/626	
GO:0043592	GO:0043592	exosporium	0	0/626	
GO:0043593	GO:0043593	endospore coat	0	0/626	
GO:0043595	GO:0043595	endospore cortex	0	0/626	
GO:0043662	GO:0043662	peribacteroid fluid	0	0/626	
GO:0043668	GO:0043668	exine	0	0/626	
GO:0043669	GO:0043669	ectexine	0	0/626	
GO:0043670	GO:0043670	foot layer	0	0/626	
GO:0043671	GO:0043671	endexine	0	0/626	
GO:0043672	GO:0043672	nexine	0	0/626	
GO:0043673	GO:0043673	sexine	0	0/626	
GO:0043674	GO:0043674	columella	0	0/626	
GO:0043675	GO:0043675	sculpture element	0	0/626	
GO:0043676	GO:0043676	tectum	0	0/626	
GO:0043678	GO:0043678	intine	0	0/626	
GO:0043680	GO:0043680	filiform apparatus	0	0/626	
GO:0044099	GO:0044099	polar tube	0	0/626	
GO:0044195	GO:0044195	nucleoplasmic reticulum	0	0/626	
GO:0044217	GO:0044217	other organism part	0	0/626	
GO:0044232	GO:0044232	organelle membrane contact site	0	0/626	
GO:0044280	GO:0044280	subplasmalemmal coating	0	0/626	
GO:0044290	GO:0044290	mitochondrial intracristal space	0	0/626	
GO:0044292	GO:0044292	dendrite terminus	0	0/626	
GO:0044303	GO:0044303	axon collateral	0	0/626	
GO:0044322	GO:0044322	endoplasmic reticulum quality control compartment	0	0/626	
GO:0045169	GO:0045169	fusome	0	0/626	
GO:0045171	GO:0045171	intercellular bridge	0	0/626	
GO:0046691	GO:0046691	intracellular canaliculus	0	0/626	
GO:0046818	GO:0046818	dense nuclear body	0	0/626	
GO:0046868	GO:0046868	mesosome	0	0/626	
GO:0048217	GO:0048217	pectic matrix	0	0/626	
GO:0048222	GO:0048222	glycoprotein network	0	0/626	
GO:0048223	GO:0048223	hemicellulose network	0	0/626	
GO:0048224	GO:0048224	lignin network	0	0/626	
GO:0048225	GO:0048225	suberin network	0	0/626	
GO:0048226	GO:0048226	Casparian strip	0	0/626	
GO:0051233	GO:0051233	spindle midzone	0	0/626	
GO:0055044	GO:0055044	symplast	0	0/626	
GO:0055120	GO:0055120	striated muscle dense body	0	0/626	
GO:0060104	GO:0060104	surface coat of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060105	GO:0060105	epicuticle of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060106	GO:0060106	cortical layer of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060107	GO:0060107	annuli extracellular matrix	0	0/626	
GO:0060108	GO:0060108	annular furrow extracellular matrix	0	0/626	
GO:0060109	GO:0060109	medial layer of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060110	GO:0060110	basal layer of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060111	GO:0060111	alae of collagen and cuticulin-based cuticle extracellular matrix	0	0/626	
GO:0060417	GO:0060417	yolk	0	0/626	
GO:0060418	GO:0060418	yolk plasma	0	0/626	
GO:0061645	GO:0061645	endocytic patch	0	0/626	
GO:0061822	GO:0061822	ciliary cap	0	0/626	
GO:0061823	GO:0061823	ring centriole	0	0/626	
GO:0061825	GO:0061825	podosome core	0	0/626	
GO:0061826	GO:0061826	podosome ring	0	0/626	
GO:0061827	GO:0061827	sperm head	0	0/626	
GO:0061830	GO:0061830	concave side of sperm head	0	0/626	
GO:0061834	GO:0061834	actin filament branch point	0	0/626	
GO:0061835	GO:0061835	ventral surface of cell	0	0/626	
GO:0061845	GO:0061845	neuron projection branch point	0	0/626	
GO:0061908	GO:0061908	phagophore	0	0/626	
GO:0062074	GO:0062074	pollen aperture	0	0/626	
GO:0062160	GO:0062160	spongiome	0	0/626	
GO:0062201	GO:0062201	actin wave	0	0/626	
GO:0070057	GO:0070057	prospore membrane spindle pole body attachment site	0	0/626	
GO:0070115	GO:0070115	organellar chromatophore intermembrane space	0	0/626	
GO:0070258	GO:0070258	inner membrane pellicle complex	0	0/626	
GO:0070645	GO:0070645	Ubisch body	0	0/626	
GO:0070687	GO:0070687	macropinocytic cup cytoskeleton	0	0/626	
GO:0070701	GO:0070701	mucus layer	0	0/626	
GO:0070825	GO:0070825	chrorion micropyle	0	0/626	
GO:0070865	GO:0070865	investment cone	0	0/626	
GO:0070938	GO:0070938	contractile ring	0	0/626	
GO:0070971	GO:0070971	endoplasmic reticulum exit site	0	0/626	
GO:0071341	GO:0071341	medial cortical node	0	0/626	
GO:0071597	GO:0071597	cellular birth scar	0	0/626	
GO:0071808	GO:0071808	satellite fibril	0	0/626	
GO:0072324	GO:0072324	ascus epiplasm	0	0/626	
GO:0072562	GO:0072562	blood microparticle	0	0/626	
GO:0085036	GO:0085036	extrahaustorial matrix	0	0/626	
GO:0090405	GO:0090405	unicellular trichome branch	0	0/626	
GO:0090552	GO:0090552	unicellular trichome apex	0	0/626	
GO:0090553	GO:0090553	unicellular trichome tip	0	0/626	
GO:0090635	GO:0090635	extracellular core region of desmosome	0	0/626	
GO:0090636	GO:0090636	outer dense plaque of desmosome	0	0/626	
GO:0090637	GO:0090637	inner dense plaque of desmosome	0	0/626	
GO:0090641	GO:0090641	microsporidian-type endospore	0	0/626	
GO:0090642	GO:0090642	microsporidian-type exospore	0	0/626	
GO:0090651	GO:0090651	apical cytoplasm	0	0/626	
GO:0090652	GO:0090652	basolateral cytoplasm	0	0/626	
GO:0090658	GO:0090658	cone matrix sheath	0	0/626	
GO:0090688	GO:0090688	cleavage furrow rim	0	0/626	
GO:0090689	GO:0090689	cleavage furrow leading edge	0	0/626	
GO:0090692	GO:0090692	mitochondrial membrane scission site	0	0/626	
GO:0090724	GO:0090724	central region of growth cone	0	0/626	
GO:0090725	GO:0090725	peripheral region of growth cone	0	0/626	
GO:0090726	GO:0090726	cortical dynamic polarity patch	0	0/626	
GO:0097002	GO:0097002	mitochondrial inner boundary membrane	0	0/626	
GO:0097047	GO:0097047	DNA replication termination region	0	0/626	
GO:0097197	GO:0097197	tetraspanin-enriched microdomain	0	0/626	
GO:0097203	GO:0097203	phagocytic cup lip	0	0/626	
GO:0097204	GO:0097204	phagocytic cup base	0	0/626	
GO:0097217	GO:0097217	sieve area	0	0/626	
GO:0097218	GO:0097218	sieve plate	0	0/626	
GO:0097226	GO:0097226	sperm mitochondrial sheath	0	0/626	
GO:0097227	GO:0097227	sperm annulus	0	0/626	
GO:0097313	GO:0097313	bacterial biofilm matrix surface	0	0/626	
GO:0097356	GO:0097356	perinucleolar compartment	0	0/626	
GO:0097422	GO:0097422	tubular endosome	0	0/626	
GO:0097423	GO:0097423	mitochondrion-associated adherens complex	0	0/626	
GO:0097427	GO:0097427	microtubule bundle	0	0/626	
GO:0097433	GO:0097433	dense body	0	0/626	
GO:0097445	GO:0097445	presynaptic active zone dense projection	0	0/626	
GO:0097448	GO:0097448	spine mat	0	0/626	
GO:0097478	GO:0097478	leaflet of membrane bilayer	0	0/626	
GO:0097540	GO:0097540	axonemal central pair	0	0/626	
GO:0097541	GO:0097541	axonemal basal plate	0	0/626	
GO:0097542	GO:0097542	ciliary tip	0	0/626	
GO:0097543	GO:0097543	ciliary inversin compartment	0	0/626	
GO:0097544	GO:0097544	ciliary shaft	0	0/626	
GO:0097545	GO:0097545	axonemal outer doublet	0	0/626	
GO:0097562	GO:0097562	left lateral basal body pair	0	0/626	
GO:0097563	GO:0097563	left middle basal body pair	0	0/626	
GO:0097564	GO:0097564	right lateral basal body pair	0	0/626	
GO:0097565	GO:0097565	right middle basal body pair	0	0/626	
GO:0097566	GO:0097566	left tetrad	0	0/626	
GO:0097567	GO:0097567	right tetrad	0	0/626	
GO:0097568	GO:0097568	median body	0	0/626	
GO:0097569	GO:0097569	lateral shield	0	0/626	
GO:0097574	GO:0097574	lateral part of cell	0	0/626	
GO:0097591	GO:0097591	ventral disc lateral crest	0	0/626	
GO:0097592	GO:0097592	ventral disc overlap zone	0	0/626	
GO:0097593	GO:0097593	ventral disc microtubule array	0	0/626	
GO:0097594	GO:0097594	ventral disc dorsal microribbon	0	0/626	
GO:0097595	GO:0097595	ventral disc crossbridge	0	0/626	
GO:0097596	GO:0097596	ventral disc supernumerary microtubule array	0	0/626	
GO:0097610	GO:0097610	cell surface furrow	0	0/626	
GO:0097613	GO:0097613	dinoflagellate epicone	0	0/626	
GO:0097614	GO:0097614	dinoflagellate hypocone	0	0/626	
GO:0097653	GO:0097653	unencapsulated part of cell	0	0/626	
GO:0097683	GO:0097683	dinoflagellate apex	0	0/626	
GO:0097684	GO:0097684	dinoflagellate antapex	0	0/626	
GO:0097735	GO:0097735	DIM/DIP cell wall layer	0	0/626	
GO:0098833	GO:0098833	presynaptic endocytic zone	0	0/626	
GO:0098843	GO:0098843	postsynaptic endocytic zone	0	0/626	
GO:0099079	GO:0099079	actin body	0	0/626	
GO:0099086	GO:0099086	synaptonemal structure	0	0/626	
GO:0106124	GO:0106124	reservosome lumen	0	0/626	
GO:0106125	GO:0106125	reservosome matrix	0	0/626	
GO:0106126	GO:0106126	reservosome membrane	0	0/626	
GO:0110071	GO:0110071	cellularization cleavage furrow invagination front	0	0/626	
GO:0110092	GO:0110092	nucleus leading edge	0	0/626	
GO:0110093	GO:0110093	nucleus lagging edge	0	0/626	
GO:0120043	GO:0120043	stereocilium shaft	0	0/626	
GO:0120044	GO:0120044	stereocilium base	0	0/626	
GO:0120082	GO:0120082	smooth endoplasmic reticulum cisterna	0	0/626	
GO:0120083	GO:0120083	rough endoplasmic reticulum cisterna	0	0/626	
GO:0120098	GO:0120098	procentriole	0	0/626	
GO:0120100	GO:0120100	bacterial-type flagellum motor	0	0/626	
GO:0120102	GO:0120102	bacterial-type flagellum secretion apparatus	0	0/626	
GO:0120104	GO:0120104	mitotic actomyosin contractile ring, proximal layer	0	0/626	
GO:0120105	GO:0120105	mitotic actomyosin contractile ring, intermediate layer	0	0/626	
GO:0120106	GO:0120106	mitotic actomyosin contractile ring, distal actin filament layer	0	0/626	
GO:0120107	GO:0120107	bacterial-type flagellum rotor complex	0	0/626	
GO:0120120	GO:0120120	bilobe structure	0	0/626	
GO:0120121	GO:0120121	tripartite attachment complex	0	0/626	
GO:0120134	GO:0120134	proximal portion of axoneme	0	0/626	
GO:0120135	GO:0120135	distal portion of axoneme	0	0/626	
GO:0120205	GO:0120205	photoreceptor proximal connecting cilium	0	0/626	
GO:0120206	GO:0120206	photoreceptor distal connecting cilium	0	0/626	
GO:0120212	GO:0120212	sperm head-tail coupling apparatus	0	0/626	
GO:0120219	GO:0120219	subapical part of cell	0	0/626	
GO:0120220	GO:0120220	basal body patch	0	0/626	
GO:0120260	GO:0120260	ciliary microtubule quartet	0	0/626	
GO:0120280	GO:0120280	ciliary pro-basal body	0	0/626	
GO:0120307	GO:0120307	Hechtian strand	0	0/626	
GO:0120321	GO:0120321	nuclear envelope adjacent to nuclear pore complex	0	0/626	
GO:0140022	GO:0140022	cnida	0	0/626	
GO:0140510	GO:0140510	mitotic nuclear bridge	0	0/626	
GO:0140511	GO:0140511	mitotic nuclear bridge stalk	0	0/626	
GO:0140512	GO:0140512	mitotic nuclear bridge midzone	0	0/626	
GO:0140599	GO:0140599	mitotic nuclear bridge midzone membrane domain	0	0/626	
GO:0140918	GO:0140918	centrosomal core	0	0/626	
GO:0150004	GO:0150004	dendritic spine origin	0	0/626	
GO:1990013	GO:1990013	presynaptic grid	0	0/626	
GO:1990014	GO:1990014	orthogonal array	0	0/626	
GO:1990015	GO:1990015	ensheathing process	0	0/626	
GO:1990016	GO:1990016	neck portion of tanycyte	0	0/626	
GO:1990018	GO:1990018	tail portion of tanycyte	0	0/626	
GO:1990030	GO:1990030	pericellular basket	0	0/626	
GO:1990031	GO:1990031	pinceau fiber	0	0/626	
GO:1990037	GO:1990037	Lewy body core	0	0/626	
GO:1990038	GO:1990038	Lewy body corona	0	0/626	
GO:1990047	GO:1990047	spindle matrix	0	0/626	
GO:1990073	GO:1990073	perforation plate	0	0/626	
GO:1990225	GO:1990225	rhoptry neck	0	0/626	
GO:1990295	GO:1990295	post-anaphase microtubule array	0	0/626	
GO:1990427	GO:1990427	stereocilia tip-link density	0	0/626	
GO:1990716	GO:1990716	axonemal central apparatus	0	0/626	
GO:1990717	GO:1990717	axonemal central bridge	0	0/626	
GO:1990718	GO:1990718	axonemal central pair projection	0	0/626	
GO:1990752	GO:1990752	microtubule end	0	0/626	
GO:1990783	GO:1990783	periphagosomal region of cytoplasm	0	0/626	
GO:1990794	GO:1990794	basolateral part of cell	0	0/626	
GO:1990805	GO:1990805	central cylinder	0	0/626	
GO:1990819	GO:1990819	actin fusion focus	0	0/626	
GO:1990826	GO:1990826	nucleoplasmic periphery of the nuclear pore complex	0	0/626	
GO:1990836	GO:1990836	lysosomal matrix	0	0/626	
GO:1990875	GO:1990875	nucleoplasmic side of nuclear pore	0	0/626	
GO:1990876	GO:1990876	cytoplasmic side of nuclear pore	0	0/626	
GO:1990900	GO:1990900	ciliary pocket collar	0	0/626	
GO:1990916	GO:1990916	Isp3 layer of spore wall	0	0/626	
